,prices,locations,other
488,R$ 370.000,Madalena,3quartos1suíte2banheiros1vaga67m²
489,R$ 370.000,Graças,3quartos1suíte2banheiros1vaga110m²
490,R$ 370.000,Espinheiro,3quartos1suíte3banheiros1vaga80m²
491,R$ 370.000,Torre,3quartos1suíte3banheiros2vagas90m²
492,R$ 370.000,Boa Viagem,"3quartos1suíte3banheiros1vaga129,20m²"
493,R$ 370.000,Torre,2quartos1suíte1banheiro 1vaga52m²
494,R$ 370.000,Madalena,3quartos1suíte3banheiros1vaga133m²
495,R$ 370.000,Madalena,3quartos1suíte3banheiros1vaga92m²
496,R$ 370.000,Torre,3quartos2banheiros1vaga91m²
497,R$ 370.000,Madalena,3quartos1suíte2banheiros1vaga71m²
498,R$ 370.000,Boa Viagem,3quartos1suíte3banheiros2vagas93m²
499,R$ 370.000,Madalena,3quartos2banheiros1vaga91m²
500,R$ 370.000,Boa Viagem,3quartos1suíte2banheiros1vaga132m²
501,R$ 370.000,Graças,4quartos1suíte3banheiros1vaga198m²
502,R$ 370.000R$ 1.400/mês,Graças,3quartos1suíte2banheiros1vaga80m²
503,R$ 370.000R$ 2.000/mês,Aflitos,3quartos2banheiros1vaga70m²
504,R$ 375.000,Boa Viagem,"3quartos2banheiros1vaga68,75m²"
505,R$ 375.000,Encruzilhada,"3quartos1suíte1banheiro 1vaga59,87m²"
506,R$ 375.000,Encruzilhada,"3quartos1suíte1banheiro 1vaga58,93m²"
507,R$ 375.000,Torre,"3quartos1suíte1banheiro 1vaga63,49m²"
508,R$ 375.000,Madalena,2quartos1suíte3banheiros1vaga65m²
509,R$ 375.000,Tamarineira,3quartos1suíte2banheiros1vaga62m²
510,R$ 376.058,Casa Amarela,2quartos1suíte1banheiro 1vaga50m²
511,R$ 376.750,Encruzilhada,"2quartos1suíte2banheiros1vaga59,41m²"
512,R$ 377.990,Santo Amaro,"2quartos1suíte2banheiros1vaga46,48m²"
513,R$ 378.000,Madalena,3quartos1suíte3banheiros1vaga65m²
514,R$ 378.000,Aflitos,"3quartos1suíte1banheiro 1vaga114,15m²"
515,R$ 379.000,Cordeiro,"3quartos1suíte2banheiros1vaga61,60m²"
516,R$ 379.000,Cordeiro,"3quartos1suíte2banheiros1vaga61,50m²"
517,R$ 379.000,Campo Grande,3quartos1suíte2banheiros1vaga65m²
518,R$ 380.000,Torre,"3quartos1suíte2banheiros2vagas88,26m²"
519,R$ 380.000,Torre,3quartos1suíte1banheiro 2vagas55m²
520,R$ 380.000,Ilha do Leite,3quartos1suíte2banheiros2vagas150m²
521,R$ 380.000,Encruzilhada,2quartos1suíte2banheiros1vaga50m²
522,R$ 380.000,Boa Viagem,3quartos1suíte3banheiros1vaga110m²
523,R$ 380.000,Caxangá,"2quartos1suíte1banheiro 1vaga52,53m²"
524,R$ 380.000,Espinheiro,3quartos1suíte3banheiros2vagas125m²
525,R$ 380.000,Madalena,2quartos1suíte1banheiro 1vaga45m²
526,R$ 380.000,Casa Forte,3quartos1suíte2banheiros1vaga75m²
527,R$ 380.000,Pina,3quartos3banheiros1vaga70m²
528,R$ 380.000,Casa Forte,3quartos1suíte3banheiros1vaga70m²
529,R$ 380.000,Tamarineira,3quartos2suítes3banheiros2vagas73m²
530,R$ 380.000,Tamarineira,3quartos2banheiros1vaga72m²
531,R$ 380.000,Casa Amarela,3quartos1suíte3banheiros2vagas98m²
532,R$ 380.000,Torre,3quartos1suíte1banheiro 2vagas138m²
533,R$ 380.000,Casa Amarela,"3quartos1suíte1banheiro 63,15m²"
534,R$ 380.000,Caxangá,"3quartos1banheiro 1vaga64,28m²"
535,R$ 380.000,Casa Amarela,"3quartos1suíte3banheiros1vaga56,22m²"
536,R$ 380.000,Caxangá,"2quartos1suíte1banheiro 1vaga52,53m²"
537,R$ 380.000,Espinheiro,3quartos1suíte2banheiros1vaga70m²
538,R$ 380.000R$ 2.000/mês,Rosarinho,2quartos1suíte2banheiros1vaga54m²
539,R$ 380.000R$ 2.900/mês,Graças,4quartos1suíte1banheiro 1vaga160m²
540,R$ 384.283,Parnamirim,2quartos1banheiro 1vaga33m²
541,R$ 384.642,Santo Amaro,2quartos1suíte1banheiro 1vaga57m²
542,R$ 384.642,Santo Amaro,"2quartos1suíte1banheiro 1vaga57,48m²"
543,R$ 384.642,Santo Amaro,"2quartos1suíte2banheiros1vaga57,39m²"
544,R$ 385.000,Tamarineira,2quartos1suíte2banheiros2vagas50m²
545,R$ 385.000,Rosarinho,3quartos1suíte3banheiros2vagas86m²
546,R$ 385.000,Madalena,2quartos3banheiros1vaga70m²
547,R$ 385.000,Torre,"3quartos1suíte1banheiro 1vaga63,49m²"
548,R$ 386.000,Boa Viagem,3quartos1suíte3banheiros1vaga59m²
549,R$ 388.460,Parnamirim,"1quarto1banheiro 1vaga32,92m²"
550,R$ 389.000,Encruzilhada,"2quartos1suíte1banheiro 1vaga57,50m²"
551,R$ 390.000,Aflitos,3quartos1suíte3banheiros2vagas98m²
552,R$ 390.000,Aflitos,3quartos1suíte3banheiros1vaga120m²
553,R$ 390.000,Torreão,"3quartos1suíte1banheiro 1vaga63,87m²"
554,R$ 390.000,São José,1quarto1banheiro 1vaga40m²
555,R$ 390.000,Casa Amarela,3quartos1suíte1banheiro 1vaga87m²
556,R$ 390.000,São José,1quarto1banheiro 1vaga38m²
557,R$ 390.000,São José,1quarto1banheiro 1vaga40m²
558,R$ 390.000R$ 1.050/mês,Casa Forte,2quartos1suíte3banheiros1vaga80m²
559,R$ 392.622,Parnamirim,"1quarto1banheiro 1vaga34,10m²"
560,R$ 393.000,Torreão,"2quartos1suíte2banheiros1vaga55,47m²"
561,R$ 395.000,Casa Amarela,3quartos3banheiros1vaga61m²
562,R$ 395.000,Encruzilhada,2quartos1suíte2banheiros1vaga60m²
563,R$ 396.000,Iputinga,3quartos1suíte2banheiros2vagas70m²
564,R$ 396.773,Boa Viagem,1quarto1banheiro 53m²
565,R$ 397.084,Parnamirim,1quarto1banheiro 1vaga34m²
566,R$ 398.057,Parnamirim,2quartos1banheiro 1vaga34m²
567,R$ 399.000,Casa Amarela,"3quartos1suíte2banheiros1vaga67,07m²"
568,R$ 399.000,Casa Amarela,3quartos1suíte1banheiro 2vagas67m²
569,R$ 399.000,Pina,"3quartos1suíte1banheiro 1vaga67,40m²"
570,R$ 400.000,Torre,3quartos1suíte2banheiros2vagas138m²
571,R$ 400.000,Encruzilhada,"3quartos1suíte2banheiros1vaga61,50m²"
572,R$ 400.000,Madalena,3quartos2banheiros1vaga93m²
573,R$ 400.000,Boa Viagem,3quartos1suíte3banheiros1vaga80m²
574,R$ 400.000,Casa Amarela,3quartos2suítes3banheiros2vagas158m²
575,R$ 400.000,Aflitos,2quartos1suíte3banheiros1vaga74m²
576,R$ 400.000,Aflitos,2quartos1suíte3banheiros1vaga74m²
577,R$ 400.000,Torre,3quartos1suíte2banheiros1vaga100m²
578,R$ 400.000,Boa Viagem,2quartos1suíte1banheiro 1vaga36m²
579,R$ 400.000,Casa Amarela,3quartos1suíte3banheiros1vaga71m²
580,R$ 400.000,Espinheiro,3quartos1suíte2banheiros3vagas150m²
581,R$ 400.000,Espinheiro,3quartos1suíte3banheiros1vaga60m²
582,R$ 400.000,Encruzilhada,"3quartos1suíte1banheiro 1vaga64,40m²"
583,R$ 400.000,Casa Amarela,2quartos1suíte3banheiros1vaga78m²
584,R$ 400.000,Casa Amarela,3quartos1suíte2banheiros1vaga70m²
585,R$ 400.000,Torreão,"2quartos2banheiros1vaga56,58m²"
586,R$ 400.000,Aflitos,3quartos1suíte3banheiros1vaga115m²
587,R$ 400.000,Pina,3quartos1suíte1banheiro 1vaga65m²
588,R$ 400.000,Espinheiro,4quartos1suíte1banheiro 1vaga131m²
589,R$ 400.000,Casa Amarela,3quartos1suíte1banheiro 1vaga70m²
590,R$ 400.000,Madalena,3quartos1suíte2banheiros1vaga85m²
591,R$ 400.000R$ 1.450,Torre,3quartos1suíte3banheiros2vagas86m²
592,R$ 405.000,Espinheiro,"3quartos1suíte3banheiros1vaga122,96m²"
593,R$ 407.000,Espinheiro,"2quartos1suíte2banheiros1vaga54,19m²"
594,R$ 408.000,Imbiribeira,2quartos1suíte3banheiros1vaga67m²
595,R$ 410.000,Madalena,3quartos3banheiros1vaga75m²
596,R$ 410.000,Encruzilhada,3quartos1suíte1banheiro 1vaga65m²
597,R$ 410.000,Boa Viagem,2quartos2banheiros1vaga65m²
598,R$ 410.000,Torre,2quartos1suíte2banheiros1vaga52m²
599,R$ 410.000,Torreão,"3quartos1suíte2banheiros1vaga64,72m²"
600,R$ 410.000,Boa Viagem,3quartos1suíte2banheiros1vaga115m²
601,R$ 414.920,Boa Viagem,"2quartos1suíte1banheiro 1vaga50,60m²"
602,R$ 415.000,Boa Viagem,1quarto1banheiro 1vaga41m²
603,R$ 415.000,Rosarinho,3quartos1banheiro 2vagas147m²
604,R$ 415.000,Boa Viagem,1quarto1banheiro 1vaga41m²
605,R$ 415.000,Torre,3quartos1suíte1banheiro 1vaga80m²
606,R$ 415.000,Espinheiro,3quartos2suítes3banheiros1vaga78m²
607,R$ 415.000,Encruzilhada,"3quartos1suíte1banheiro 1vaga59,87m²"
608,R$ 418.000,Santo Amaro,2quartos1suíte1banheiro 1vaga57m²
609,R$ 420.000,Boa Viagem,1quarto1banheiro 1vaga41m²
610,R$ 420.000,Boa Viagem,"3quartos1suíte2banheiros1vaga67,32m²"
611,R$ 420.000,Pina,3quartos1suíte2banheiros1vaga72m²
612,R$ 420.000,Boa Viagem,3quartos1suíte2banheiros1vaga120m²
613,R$ 420.000,Torre,3quartos1suíte3banheiros2vagas63m²
614,R$ 420.000,Boa Viagem,2quartos1suíte2banheiros1vaga53m²
615,R$ 420.000,Graças,"2quartos1suíte2banheiros2vagas48,88m²"
616,R$ 420.000,Encruzilhada,"3quartos1suíte3banheiros1vaga75,64m²"
617,R$ 420.000,Boa Viagem,3quartos1suíte1banheiro 1vaga64m²
618,R$ 420.000,Espinheiro,3quartos1suíte3banheiros2vagas80m²
619,R$ 420.000,Parnamirim,3quartos1suíte3banheiros1vaga104m²
620,R$ 420.000,Encruzilhada,"3quartos1suíte3banheiros2vagas75,64m²"
621,R$ 420.000,Ilha do Retiro,3quartos1suíte3banheiros1vaga120m²
622,R$ 420.000,Casa Amarela,3quartos1suíte3banheiros1vaga72m²
623,R$ 420.000,Campo Grande,3quartos1suíte3banheiros2vagas126m²
624,R$ 420.000,Espinheiro,3quartos1suíte3banheiros1vaga61m²
625,R$ 420.000R$ 2.100/mês,Aflitos,"3quartos1suíte3banheiros1vaga118,50m²"
626,Preço de vendaSob consultaR$ 2.200/mês,Espinheiro,3quartos1suíte3banheiros2vagas135m²
627,R$ 425.000,Boa Vista,"3quartos1suíte3banheiros1vaga150,22m²"
628,R$ 425.000,Madalena,4quartos2suítes5banheiros2vagas177m²
629,R$ 425.000,Espinheiro,3quartos2suítes3banheiros1vaga80m²
630,R$ 427.000,Espinheiro,"3quartos1suíte1banheiro 1vaga65,40m²"
631,R$ 427.000,Poço,2quartos1suíte2banheiros1vaga85m²
632,R$ 427.000,Encruzilhada,"3quartos1suíte2banheiros1vaga65,40m²"
633,R$ 429.000,Casa Amarela,3quartos1suíte3banheiros1vaga74m²
634,R$ 430.000,Boa Viagem,"2quartos1suíte1banheiro 1vaga50,74m²"
635,R$ 430.000,Casa Forte,3quartos1suíte3banheiros2vagas80m²
636,R$ 430.000,Parnamirim,3quartos1suíte3banheiros2vagas100m²
637,R$ 430.000,Parnamirim,3quartos1suíte3banheiros1vaga105m²
638,R$ 430.000,Encruzilhada,2quartos1suíte1banheiro 54m²
639,R$ 430.000,Boa Viagem,2quartos1suíte1banheiro 1vaga39m²
640,R$ 430.000,Encruzilhada,3quartos1suíte1banheiro 1vaga64m²
641,R$ 430.000,Encruzilhada,3quartos1suíte1banheiro 2vagas62m²
642,R$ 430.000,Aflitos,"2quartos1suíte1banheiro 1vaga32,16m²"
643,R$ 430.000,Campo Grande,"2quartos1suíte2banheiros1vaga61,06m²"
644,R$ 430.000,Espinheiro,"3quartos1suíte3banheiros1vaga132,75m²"
645,R$ 430.000R$ 1.100/mês,Casa Amarela,2quartos1suíte1banheiro 83m²
646,R$ 435.000,Aflitos,3quartos1suíte3banheiros2vagas125m²
647,R$ 438.000,Parnamirim,3quartos1suíte3banheiros1vaga125m²
648,R$ 439.000,Pina,"3quartos1suíte1banheiro 1vaga68,75m²"
649,R$ 440.000,Parnamirim,3quartos1suíte3banheiros1vaga125m²
650,R$ 440.000,Encruzilhada,3quartos1suíte2banheiros2vagas81m²
651,R$ 440.000,Encruzilhada,3quartos1suíte3banheiros2vagas81m²
652,R$ 440.000,Boa Viagem,3quartos1suíte1banheiro 1vaga97m²
653,R$ 440.000,Casa Amarela,3quartos1suíte3banheiros1vaga90m²
654,R$ 440.000,Rosarinho,2quartos1suíte2banheiros2vagas74m²
655,R$ 440.000,Casa Forte,2quartos1suíte2banheiros1vaga72m²
656,R$ 440.000,Boa Vista,4quartos1suíte3banheiros1vaga151m²
657,R$ 440.000,Boa Viagem,3quartos1suíte2banheiros1vaga120m²
658,R$ 440.000R$ 1.100/mês,Boa Viagem,3quartos1suíte1banheiro 1vaga97m²
659,R$ 441.000,Madalena,2quartos1suíte3banheiros2vagas60m²
660,R$ 445.000,Torreão,"2quartos1suíte1banheiro 56,58m²"
661,R$ 445.000,Pina,3quartos1suíte1banheiro 1vaga74m²
662,R$ 445.000,Aflitos,3quartos1suíte3banheiros2vagas125m²
663,R$ 449.000,Rosarinho,3quartos1suíte3banheiros2vagas73m²
664,R$ 450.000,Graças,3quartos1suíte3banheiros1vaga120m²
665,R$ 450.000,Torreão,3quartos1suíte3banheiros2vagas105m²
666,R$ 450.000,Espinheiro,3quartos1suíte3banheiros2vagas100m²
667,R$ 450.000,Casa Forte,3quartos1suíte3banheiros1vaga139m²
668,R$ 450.000,Boa Viagem,1quarto1suíte1banheiro 1vaga40m²
669,R$ 450.000,Casa Amarela,3quartos1suíte2banheiros1vaga88m²
670,R$ 450.000,Ilha do Leite,2quartos1suíte2banheiros1vaga54m²
671,R$ 450.000,Casa Amarela,"3quartos1suíte1banheiro 1vaga79,85m²"
672,R$ 450.000,Ilha do Leite,1quarto1banheiro 1vaga40m²
673,R$ 450.000,Encruzilhada,2quartos1suíte1banheiro 1vaga58m²
674,R$ 450.000,Madalena,3quartos1suíte3banheiros1vaga79m²
675,R$ 450.000,Parnamirim,3quartos1suíte2banheiros1vaga120m²
676,R$ 450.000,Casa Forte,3quartos1suíte3banheiros2vagas80m²
677,R$ 450.000,Boa Viagem,"1quarto1suíte1banheiro 1vaga34,61m²"
678,R$ 450.000,Boa Viagem,2quartos1suíte1banheiro 1vaga46m²
679,R$ 450.000,Boa Viagem,3quartos1suíte1banheiro 1vaga103m²
680,R$ 450.000,Espinheiro,3quartos1suíte3banheiros2vagas105m²
681,R$ 450.000,Madalena,3quartos1suíte3banheiros1vaga92m²
682,R$ 450.000,Boa Viagem,1quarto1suíte1banheiro 1vaga40m²
683,R$ 450.000,Caxangá,"3quartos1suíte1banheiro 1vaga64,28m²"
684,R$ 450.000,Boa Viagem,3quartos1suíte3banheiros3vagas155m²
685,R$ 450.000,Aflitos,2quartos1suíte1banheiro 1vaga52m²
686,R$ 450.000,Graças,"3quartos1suíte2banheiros1vaga96,80m²"
687,R$ 450.000R$ 2.400/mês,Boa Viagem,3quartos1suíte1banheiro 2vagas120m²
688,R$ 455.000,Encruzilhada,3quartos1suíte2banheiros1vaga72m²
689,R$ 455.000,Encruzilhada,"3quartos1suíte3banheiros1vaga72,50m²"
690,R$ 455.000,Pina,3quartos1suíte1banheiro 1vaga71m²
691,R$ 455.000,Aflitos,2quartos1suíte1banheiro 1vaga50m²
692,R$ 455.000,Pina,"3quartos1suíte2banheiros1vaga72,39m²"
693,R$ 455.000,Boa Viagem,2quartos1suíte2banheiros1vaga43m²
694,R$ 458.000,Pina,3quartos1suíte1banheiro 1vaga71m²
695,R$ 460.000,Tamarineira,3quartos1suíte3banheiros2vagas85m²
696,R$ 460.000,Boa Viagem,1quarto1banheiro 1vaga41m²
697,R$ 460.000,Casa Forte,3quartos1suíte3banheiros1vaga80m²
698,R$ 460.410,Casa Amarela,"3quartos1suíte1banheiro 2vagas79,85m²"
699,R$ 460.410,Casa Amarela,"3quartos1suíte1banheiro 2vagas79,85m²"
700,R$ 460.410,Casa Amarela,"3quartos1suíte1banheiro 2vagas79,85m²"
701,R$ 468.000,Pina,"3quartos1suíte1banheiro 1vaga68,55m²"
702,R$ 470.000,Boa Viagem,3quartos1suíte3banheiros1vaga116m²
703,R$ 470.000,Tamarineira,3quartos1suíte1banheiro 2vagas81m²
704,R$ 470.000,Tamarineira,3quartos1suíte3banheiros2vagas85m²
705,R$ 470.000,Encruzilhada,"3quartos1suíte2banheiros1vaga69,48m²"
706,R$ 470.000,Aflitos,3quartos1suíte3banheiros2vagas83m²
707,R$ 470.000,Espinheiro,4quartos1suíte3banheiros2vagas180m²
708,R$ 470.000,Madalena,3quartos1suíte3banheiros2vagas92m²
709,R$ 470.000,Madalena,3quartos1suíte1banheiro 1vaga65m²
710,R$ 470.000,Derby,3quartos1suíte3banheiros2vagas85m²
711,R$ 470.000,Casa Amarela,"3quartos1suíte3banheiros2vagas92,28m²"
712,R$ 470.000,Boa Viagem,4quartos3banheiros1vaga158m²
713,R$ 470.000R$ 1.800/mês,Boa Viagem,2quartos1suíte1banheiro 2vagas76m²
714,R$ 470.509,Madalena,2quartos1suíte3banheiros1vaga60m²
715,R$ 472.832,Torreão,"2quartos1suíte1banheiro 1vaga56,58m²"
716,R$ 474.296,Boa Viagem,"1quarto1suíte1banheiro 40,03m²"
717,R$ 475.000,Torre,3quartos1suíte2banheiros2vagas67m²
718,R$ 475.000,Graças,3quartos1suíte3banheiros2vagas84m²
719,R$ 480.000,Boa Viagem,1quarto1suíte1banheiro 1vaga40m²
720,R$ 480.000,Boa Viagem,1quarto1suíte1banheiro 1vaga40m²
721,R$ 480.000,Casa Amarela,3quartos1suíte3banheiros1vaga80m²
722,R$ 480.000,Boa Viagem,"3quartos1suíte1banheiro 2vagas80,51m²"
723,R$ 480.000,Boa Viagem,3quartos1suíte1banheiro 1vaga96m²
724,R$ 480.000,Graças,3quartos1suíte3banheiros2vagas84m²
725,R$ 480.000,Graças,3quartos1suíte3banheiros2vagas84m²
726,R$ 480.000,Pina,3quartos1suíte1banheiro 1vaga71m²
727,R$ 480.000,Boa Viagem,3quartos1suíte1banheiro 1vaga96m²
728,R$ 480.000,Boa Viagem,2quartos1suíte2banheiros1vaga60m²
729,R$ 480.000R$ 2.600/mês,Espinheiro,3quartos1suíte1banheiro 2vagas90m²
730,R$ 481.854,Madalena,3quartos1suíte3banheiros1vaga60m²
731,R$ 485.000,Casa Amarela,3quartos1suíte1banheiro 2vagas87m²
732,R$ 485.000,Casa Amarela,2quartos1suíte1banheiro 2vagas80m²
733,R$ 490.000,Tamarineira,3quartos1suíte3banheiros1vaga103m²
734,R$ 490.000,Boa Viagem,2quartos1suíte2banheiros1vaga68m²
735,R$ 490.000,Encruzilhada,"3quartos1suíte3banheiros1vaga61,45m²"
736,R$ 490.000,Casa Forte,3quartos1suíte3banheiros2vagas81m²
737,R$ 490.000,Madalena,4quartos1suíte1banheiro 2vagas198m²
738,R$ 490.000,Madalena,"3quartos1suíte2banheiros1vaga67,96m²"
739,R$ 490.000,Boa Viagem,3quartos1suíte3banheiros1vaga110m²
740,R$ 490.000R$ 1.500/mês,Torre,3quartos1suíte3banheiros2vagas86m²
741,R$ 494.082,Encruzilhada,2quartos1suíte2banheiros1vaga58m²
742,R$ 496.134,Pina,"2quartos1suíte1banheiro 1vaga54,52m²"
743,R$ 500.000,Graças,3quartos1suíte3banheiros2vagas90m²
744,R$ 500.000,Madalena,3quartos1suíte3banheiros2vagas123m²
745,R$ 500.000,Boa Viagem,"1quarto1suíte1banheiro 1vaga39,17m²"
746,R$ 500.000,Espinheiro,3quartos1suíte3banheiros1vaga150m²
747,R$ 500.000,Torre,3quartos1suíte3banheiros2vagas89m²
748,R$ 500.000,Casa Amarela,3quartos1suíte1banheiro 2vagas77m²
749,R$ 500.000,Espinheiro,"3quartos1suíte1banheiro 2vagas98,11m²"
750,R$ 500.000,Rosarinho,3quartos1suíte3banheiros2vagas84m²
751,R$ 500.000,Pina,2quartos1suíte2banheiros1vaga72m²
752,R$ 500.000Preço de locaçãoSob consulta,Espinheiro,3quartos1suíte2banheiros1vaga129m²
753,R$ 505.000,Casa Amarela,3quartos1suíte3banheiros2vagas84m²
754,Preço de vendaSob consultaR$ 1.700/mês,Boa Viagem,"3quartos1suíte1banheiro 2vagas150,20m²"
755,R$ 512.338,Parnamirim,2quartos1banheiro 1vaga44m²
756,R$ 514.200,Boa Viagem,"3quartos1suíte1banheiro 1vaga77,80m²"
757,R$ 514.990,Casa Amarela,3quartos1suíte3banheiros2vagas82m²
758,R$ 515.000,Derby,3quartos1suíte2banheiros1vaga143m²
759,R$ 520.000,Boa Viagem,2quartos1suíte2banheiros52m²
760,R$ 520.000,Rosarinho,"3quartos1suíte3banheiros2vagas84,13m²"
761,R$ 520.000,Boa Viagem,2quartos1suíte2banheiros52m²
762,R$ 520.000,Graças,3quartos3banheiros2vagas95m²
763,R$ 520.000,Madalena,"3quartos1suíte1banheiro 2vagas86,82m²"
764,R$ 524.990,Casa Forte,3quartos1suíte3banheiros2vagas95m²
765,R$ 525.000,Rosarinho,"3quartos1suíte3banheiros2vagas83,55m²"
766,R$ 525.000,Aflitos,"3quartos1suíte1banheiro 1vaga73,64m²"
767,R$ 530.000,Boa Viagem,3quartos1suíte2banheiros1vaga125m²
768,R$ 530.000,Boa Viagem,3quartos1suíte2banheiros1vaga125m²
769,R$ 530.000,Madalena,3quartos3banheiros2vagas80m²
770,R$ 530.000,Encruzilhada,3quartos1suíte3banheiros2vagas86m²
771,R$ 530.000,Boa Viagem,3quartos1suíte3banheiros2vagas112m²
772,R$ 530.000,Madalena,3quartos1suíte3banheiros2vagas80m²
773,R$ 530.000,Cordeiro,3quartos1suíte3banheiros2vagas111m²
774,R$ 530.000,Encruzilhada,3quartos1suíte3banheiros2vagas86m²
775,R$ 530.000,Rosarinho,3quartos2banheiros2vagas84m²
776,R$ 530.000,Boa Viagem,"3quartos1suíte2banheiros2vagas64,73m²"
777,R$ 530.000,Pina,3quartos1suíte2banheiros2vagas84m²
778,R$ 535.000,Boa Viagem,2quartos1suíte3banheiros1vaga56m²
779,R$ 540.000,Boa Viagem,2quartos1suíte2banheiros1vaga44m²
780,R$ 540.000,Rosarinho,3quartos1suíte3banheiros2vagas86m²
781,R$ 540.000,Encruzilhada,"3quartos1suíte2banheiros2vagas72,50m²"
782,R$ 540.000,Boa Viagem,2quartos1suíte2banheiros1vaga56m²
783,R$ 540.000,Torre,"2quartos1suíte3banheiros1vaga63,10m²"
784,R$ 542.000,Boa Viagem,2quartos1suíte2banheiros1vaga59m²
785,R$ 549.653,Rosarinho,"3quartos1suíte1banheiro 2vagas80,50m²"
786,R$ 550.000,Casa Amarela,2quartos1suíte1banheiro 2vagas80m²
787,R$ 550.000,Boa Viagem,"3quartos1suíte2banheiros1vaga100,07m²"
788,R$ 550.000,Madalena,3quartos1suíte3banheiros2vagas94m²
789,R$ 550.000,Tamarineira,"3quartos1suíte1banheiro 2vagas126,65m²"
790,R$ 550.000,Encruzilhada,3quartos1suíte1banheiro 2vagas85m²
791,R$ 550.000,Boa Viagem,3quartos1suíte1banheiro 1vaga112m²
792,R$ 550.000,Madalena,3quartos1suíte3banheiros150m²
793,R$ 550.000,Boa Viagem,1quarto1suíte1banheiro 1vaga38m²
794,R$ 550.000,Espinheiro,4quartos1suíte3banheiros2vagas142m²
795,R$ 550.000,Espinheiro,4quartos1suíte3banheiros2vagas142m²
796,R$ 550.000,Espinheiro,3quartos1suíte1banheiro 2vagas96m²
797,R$ 550.000,Boa Viagem,1quarto1vaga40m²
798,R$ 550.000,Rosarinho,3quartos1suíte3banheiros2vagas112m²
799,R$ 550.000,Rosarinho,"3quartos1suíte2banheiros2vagas86,65m²"
800,R$ 550.000,Espinheiro,3quartos1suíte3banheiros2vagas145m²
801,R$ 550.000,Boa Viagem,1quarto1vaga40m²
802,R$ 550.000,Casa Forte,4quartos1suíte3banheiros2vagas165m²
803,R$ 550.000,Madalena,3quartos1suíte3banheiros2vagas80m²
804,R$ 550.000,Madalena,3quartos1suíte3banheiros80m²
805,R$ 550.000,Boa Viagem,1quarto1suíte1banheiro 2vagas45m²
806,R$ 550.000,Tamarineira,"3quartos1suíte1banheiro 3vagas126,65m²"
807,R$ 550.000,Tamarineira,3quartos1suíte3banheiros1vaga76m²
808,R$ 550.000,Casa Amarela,"3quartos1suíte1banheiro 2vagas81,20m²"
809,R$ 550.000,Espinheiro,3quartos1suíte1banheiro 2vagas96m²
810,R$ 550.000,Casa Amarela,3quartos1suíte1banheiro 2vagas77m²
811,R$ 550.000R$ 1.300/mês,Boa Viagem,3quartos1suíte1banheiro 2vagas152m²
812,R$ 550.000R$ 2.455/mês,Madalena,3quartos1suíte3banheiros2vagas85m²
813,R$ 550.000R$ 2.800/mês,Madalena,"3quartos1suíte1banheiro 2vagas91,55m²"
814,R$ 550.397,Boa Viagem,"2quartos1suíte2banheiros1vaga58,93m²"
815,R$ 551.000,Rosarinho,"3quartos1suíte2banheiros2vagas84,08m²"
816,R$ 553.000,Madalena,"3quartos1suíte2banheiros2vagas87,42m²"
817,R$ 555.000,Pina,3quartos1suíte2banheiros2vagas84m²
818,R$ 559.000,Casa Amarela,3quartos1suíte3banheiros2vagas82m²
819,R$ 560.000,Espinheiro,3quartos1suíte2banheiros2vagas140m²
820,R$ 560.000,Encruzilhada,3quartos1suíte3banheiros2vagas86m²
821,R$ 560.000,Rosarinho,3quartos1suíte3banheiros2vagas86m²
822,R$ 560.580,Rosarinho,"3quartos1suíte2banheiros2vagas80,50m²"
823,R$ 563.710,Boa Viagem,2quartos1suíte2banheiros1vaga44m²
824,R$ 570.000,Casa Amarela,3quartos1suíte3banheiros2vagas110m²
825,R$ 570.000,Rosarinho,"3quartos1suíte3banheiros2vagas84,08m²"
826,R$ 570.000,Torre,3quartos1suíte3banheiros2vagas88m²
827,R$ 570.000,Boa Viagem,2quartos1suíte3banheiros1vaga90m²
828,R$ 570.000,Madalena,3quartos1suíte3banheiros2vagas135m²
829,R$ 570.000,Graças,3quartos1suíte2banheiros2vagas130m²
830,R$ 570.000,Torre,3quartos1suíte1banheiro 2vagas88m²
831,R$ 573.000,Boa Viagem,"3quartos1suíte1banheiro 2vagas56,42m²"
832,R$ 574.990,Boa Viagem,2quartos1suíte2banheiros2vagas50m²
833,R$ 575.000R$ 2.000/mês,Boa Viagem,3quartos1suíte3banheiros2vagas110m²
834,R$ 576.000,Boa Viagem,3quartos1suíte2banheiros2vagas95m²
835,R$ 579.990,Boa Viagem,2quartos1suíte2banheiros2vagas50m²
836,R$ 580.000,Tamarineira,3quartos1suíte4banheiros2vagas120m²
837,R$ 580.000,Casa Amarela,3quartos1suíte3banheiros2vagas110m²
838,R$ 580.000,Aflitos,3quartos1suíte3banheiros2vagas117m²
839,R$ 580.000,Boa Viagem,4quartos2suítes1banheiro 2vagas122m²
840,R$ 580.000,Espinheiro,"4quartos1suíte3banheiros2vagas170,84m²"
841,R$ 580.000,Casa Amarela,2quartos2suítes1banheiro 2vagas82m²
842,R$ 580.000,Boa Viagem,3quartos1suíte3banheiros2vagas81m²
843,R$ 580.000,Casa Amarela,3quartos1suíte2banheiros2vagas88m²
844,R$ 580.000,Boa Viagem,3quartos1suíte3banheiros1vaga138m²
